id,class
12715,15
12716,15
12717,15
12718,15
12719,15
12720,15
12721,15
12722,15
12723,15
12724,15
12725,15
12726,15
12727,15
12728,15
12729,15
12730,15
12731,15
12732,15
12733,15
12734,15
12735,15
12736,15
12737,15
12738,15
12739,15
12740,15
12741,15
12742,15
12743,15
12744,15
12745,15
12746,15
12747,15
12748,15
12749,15
12750,15
12751,15
12752,15
12753,15
12754,15
12755,15
12756,15
12757,15
12758,15
12759,15
12760,15
12761,15
12762,15
12763,15
12764,15
12765,15
12766,15
12767,15
12768,15
12769,15
12770,15
12771,15
12772,15
12773,15
12774,15
12775,15
12776,15
12777,15
12778,15
12779,15
12780,15
12781,0
12782,15
12783,15
12784,15
12785,15
12786,15
12787,15
12788,15
12789,15
12790,15
12791,15
12792,15
12793,15
12794,15
12795,15
12796,15
12797,15
12798,15
12799,15
12800,15
12801,15
12802,15
12803,15
12804,15
12805,15
12806,15
12807,15
12808,15
12809,15
12810,15
12811,15
12812,15
12813,15
12814,15
12815,15
12816,0
12817,15
12818,15
12819,15
12820,15
12821,15
12822,15
12823,15
12824,15
12825,15
12826,15
12827,15
12828,15
12829,15
12830,15
12831,15
12832,15
12833,15
12834,15
12835,15
12836,0
12837,15
12838,15
12839,15
12840,15
12841,15
12842,15
12843,15
12844,15
12845,19
12846,15
12847,15
12848,15
12849,0
12850,15
12851,15
12852,15
12853,15
12854,15
12855,15
12856,15
12857,15
12858,15
12859,15
12860,15
12861,15
12862,15
12863,15
12864,15
12865,15
12866,15
12867,15
12868,15
12869,0
12870,15
12871,15
12872,15
12873,15
12874,15
12875,15
12876,15
12877,15
12878,15
12879,15
12880,15
12881,15
12882,15
12883,15
12884,15
12885,15
12886,15
12887,15
12888,15
12889,15
12890,15
12891,15
12892,15
12893,15
12894,15
12895,15
12896,15
12897,15
12898,15
12899,15
12900,15
12901,15
12902,15
12903,15
12904,15
12905,15
12906,15
12907,15
12908,15
12909,15
12910,15
12911,15
12912,15
12913,0
12914,15
12915,15
12916,15
12917,15
12918,15
12919,15
12920,15
12921,15
12922,15
12923,15
12924,15
12925,15
12926,15
12927,15
12928,15
12929,15
12930,15
12931,15
12932,15
12933,15
12934,15
12935,15
12936,15
12937,15
12938,15
12939,15
12940,15
12941,15
12942,15
12943,15
12944,15
12945,15
12946,15
12947,15
12948,15
12949,15
12950,15
12951,15
12952,15
12953,15
12954,15
12955,15
12956,15
12957,15
12958,15
12959,15
12960,15
12961,15
12962,15
12963,15
12964,15
12965,15
12966,15
12967,15
12968,15
12969,15
12970,15
12971,15
12972,15
12973,15
12974,15
12975,15
12976,15
12977,15
12978,15
12979,15
12980,15
12981,15
12982,15
12983,15
12984,15
12985,15
12986,15
12987,15
12988,15
12989,15
12990,15
12991,15
12992,15
12993,15
12994,15
12995,15
12996,15
12997,15
12998,15
12999,15
13000,15
13001,15
13002,15
13003,15
13004,15
13005,15
13006,15
13007,15
13008,15
13009,15
13010,15
13011,15
13012,15
13013,15
13014,15
13015,15
13016,15
13017,15
13018,15
13019,15
13020,0
13021,15
13022,15
13023,15
13024,15
13025,15
13026,15
13027,15
13028,15
13029,15
13030,0
13031,15
13032,15
13033,15
13034,15
13035,15
13036,15
13037,0
13038,15
13039,15
13040,15
13041,15
13042,15
13043,15
13044,15
13045,15
13046,15
13047,15
13048,15
13049,15
13050,15
13051,15
13052,15
13053,15
13054,15
13055,15
13056,15
13057,15
13058,15
13059,15
13060,15
13061,15
13062,15
13063,15
13064,15
13065,15
13066,15
13067,15
13068,15
13069,15
13070,15
13071,15
13072,15
13073,15
13074,0
13075,15
13076,15
13077,15
13078,15
13079,15
13080,15
13081,15
13082,15
13083,15
13084,15
13085,15
13086,15
13087,15
13088,15
13089,15
13090,15
13091,15
13092,15
13093,15
13094,15
13095,15
13096,15
13097,15
13098,15
13099,15
13100,15
13101,15
13102,15
13103,15
13104,15
13105,15
13106,15
13107,15
13108,15
13109,15
13110,15
13111,15
13112,15
13113,15
13114,15
13115,15
13116,0
13117,15
13118,15
13119,15
13120,15
13121,15
13122,15
13123,15
13124,15
13125,15
13126,15
13127,15
13128,15
13129,15
13130,15
13131,15
13132,15
13133,15
13134,15
13135,15
13136,15
13137,15
13138,15
13139,15
13140,15
13141,15
13142,15
13143,15
13144,15
13145,15
13146,15
13147,15
13148,15
13149,15
13150,15
13151,15
13152,15
13153,15
13154,15
13155,15
13156,15
13157,15
13158,15
13159,15
13160,15
13161,0
13162,15
13163,15
13164,15
13165,15
13166,15
13167,15
13168,15
13169,15
13170,15
13171,15
13172,15
13173,15
13174,15
13175,15
13176,15
13177,15
13178,15
13179,15
13180,15
13181,15
13182,15
13183,15
13184,15
13185,15
13186,15
13187,15
13188,15
13189,15
13190,15
13191,15
13192,15
13193,15
13194,15
13195,15
13196,15
13197,15
13198,15
13199,15
13200,15
13201,15
13202,15
13203,15
13204,15
13205,15
13206,15
13207,15
13208,15
13209,15
13210,0
13211,15
13212,15
13213,15
13214,15
13215,15
13216,15
13217,15
13218,15
13219,15
13220,15
13221,15
13222,15
13223,15
13224,15
13225,15
13226,15
13227,15
13228,15
13229,15
13230,15
13231,15
13232,15
13233,15
13234,15
13235,15
13236,0
13237,15
13238,15
13239,15
13240,15
13241,15
13242,15
13243,15
13244,15
13245,15
13246,15
13247,15
13248,15
13249,15
13250,15
13251,15
13252,15
13253,15
13254,15
13255,15
13256,15
13257,15
13258,15
13259,15
13260,15
13261,15
13262,15
13263,15
13264,15
13265,15
13266,15
13267,15
13268,15
13269,15
13270,15
13271,15
13272,15
13273,15
13274,15
13275,15
13276,15
13277,15
13278,15
13279,15
13280,15
13281,15
13282,15
13283,15
13284,15
13285,15
13286,15
13287,15
13288,15
13289,15
13290,15
13291,15
13292,15
13293,15
13294,15
13295,15
13296,15
13297,15
13298,15
13299,15
13300,0
13301,15
13302,15
13303,15
13304,15
13305,0
13306,15
13307,15
13308,15
13309,15
13310,15
13311,15
13312,15
13313,0
13314,15
13315,15
13316,15
13317,15
13318,15
13319,15
13320,15
13321,15
13322,15
13323,15
13324,15
13325,15
13326,15
13327,15
13328,15
13329,15
13330,15
13331,15
13332,15
13333,15
13334,15
13335,15
13336,15
13337,15
13338,15
13339,15
13340,15
13341,15
13342,15
13343,15
13344,15
13345,15
13346,15
13347,15
13348,15
13349,15
13350,15
13351,15
13352,15
13353,15
13354,15
13355,15
13356,15
13357,15
13358,15
13359,15
13360,15
13361,15
13362,15
13363,15
13364,15
13365,15
13366,15
13367,15
13368,15
13369,15
13370,15
13371,15
13372,15
13373,15
13374,15
13375,15
13376,15
13377,15
13378,15
13379,15
13380,15
13381,15
13382,15
13383,15
13384,15
13385,15
13386,15
13387,15
13388,15
13389,15
13390,15
13391,15
13392,15
13393,15
13394,15
13395,15
13396,15
13397,15
13398,15
13399,15
13400,15
13401,15
13402,15
13403,15
13404,15
13405,15
13406,15
13407,15
13408,15
13409,15
13410,15
13411,15
13412,15
13413,15
13414,15
13415,15
13416,15
13417,15
13418,15
13419,15
13420,15
13421,15
13422,15
13423,15
13424,15
13425,15
13426,15
13427,15
13428,15
13429,15
13430,15
13431,15
13432,15
13433,15
13434,15
13435,15
13436,15
13437,15
13438,15
13439,15
13440,15
13441,15
13442,15
13443,15
13444,15
13445,15
13446,15
13447,15
13448,15
13449,15
13450,15
13451,15
13452,15
13453,15
13454,15
13455,15
13456,15
13457,15
13458,15
13459,15
13460,15
13461,15
13462,0
13463,15
13464,15
13465,15
13466,15
13467,15
13468,15
13469,15
13470,15
13471,15
13472,15
13473,15
13474,15
13475,15
13476,15
13477,15
13478,15
13479,15
13480,15
13481,15
13482,15
13483,15
13484,15
13485,15
13486,15
13487,15
13488,15
13489,15
13490,15
13491,15
13492,15
13493,15
13494,15
13495,15
13496,15
13497,15
13498,15
13499,15
13500,15
13501,15
13502,15
13503,15
13504,15
13505,15
13506,15
13507,15
13508,15
13509,15
13510,15
13511,15
13512,15
13513,15
13514,15
13515,15
13516,15
13517,15
13518,15
13519,15
13520,15
13521,15
13522,15
13523,15
13524,15
13525,15
13526,15
13527,15
13528,15
13529,15
13530,15
13531,15
13532,15
13533,15
13534,15
13535,15
13536,15
13537,15
13538,15
13539,15
13540,15
13541,15
13542,15
13543,15
13544,15
13545,15
13546,15
13547,15
13548,15
13549,15
13550,15
13551,15
13552,15
13553,15
13554,15
13555,15
13556,15
13557,15
13558,15
13559,15
13560,15
13561,15
13562,15
13563,15
13564,15
13565,15
13566,0
13567,15
13568,15
13569,15
13570,15
13571,15
13572,15
13573,15
13574,15
13575,15
13576,15
13577,15
13578,15
13579,15
13580,15
13581,15
13582,15
13583,15
13584,15
13585,15
13586,15
13587,15
13588,15
13589,15
13590,15
13591,15
13592,15
13593,15
13594,15
13595,15
13596,15
13597,15
13598,15
13599,15
13600,15
13601,15
13602,15
13603,15
13604,15
13605,15
13606,15
13607,15
13608,15
13609,15
13610,15
13611,15
13612,15
13613,15
13614,15
13615,15
13616,15
13617,15
13618,15
13619,15
13620,15
13621,15
13622,15
13623,15
13624,15
13625,15
13626,15
13627,15
13628,15
13629,15
13630,15
13631,15
13632,15
13633,15
13634,15
13635,15
13636,15
13637,15
13638,15
13639,15
13640,15
13641,15
13642,15
13643,15
13644,15
13645,15
13646,15
13647,15
13648,15
13649,15
13650,15
13651,15
13652,15
13653,15
13654,15
13655,15
13656,15
13657,15
13658,15
13659,0
13660,15
13661,15
13662,15
13663,15
13664,15
13665,15
13666,15
13667,15
13668,15
13669,15
13670,15
13671,15
13672,15
13673,15
13674,15
13675,15
13676,15
13677,15
13678,15
13679,15
13680,15
13681,15
13682,15
13683,15
13684,15
13685,15
13686,15
13687,15
13688,15
13689,15
13690,15
13691,15
13692,15
13693,15
13694,15
13695,15
13696,15
13697,15
13698,15
13699,15
13700,15
13701,15
13702,15
13703,15
13704,15
13705,15
13706,15
13707,15
13708,15
13709,15
13710,15
13711,15
13712,15
13713,15
13714,15
13715,15
13716,15
13717,15
13718,15
13719,15
13720,15
13721,15
13722,15
13723,15
13724,15
13725,15
13726,15
13727,15
13728,15
13729,15
13730,15
13731,15
13732,15
13733,15
13734,15
13735,15
13736,15
13737,15
13738,15
13739,15
13740,15
13741,15
13742,15
13743,15
13744,15
13745,15
13746,15
13747,15
13748,15
13749,15
13750,15
13751,15
13752,15
13753,15
13754,15
13755,15
13756,15
13757,15
13758,15
13759,15
13760,15
13761,15
13762,15
13763,15
13764,15
13765,15
13766,15
13767,15
13768,15
13769,15
13770,15
13771,15
13772,15
13773,15
13774,15
13775,15
13776,15
13777,15
13778,15
13779,15
13780,15
13781,15
13782,15
13783,15
13784,15
13785,15
13786,15
13787,15
13788,15
13789,15
13790,15
13791,15
13792,15
13793,15
13794,15
13795,15
13796,15
13797,15
13798,15
13799,15
13800,15
13801,15
13802,15
13803,15
13804,15
13805,15
13806,15
13807,15
13808,15
13809,15
13810,15
13811,15
13812,15
13813,15
13814,15
13815,15
13816,15
13817,15
13818,15
13819,15
13820,15
13821,15
13822,15
13823,15
13824,15
13825,15
13826,15
13827,0
13828,15
13829,15
13830,15
13831,15
13832,15
13833,15
13834,15
13835,15
13836,15
13837,15
13838,15
13839,15
13840,0
13841,15
13842,15
13843,15
13844,15
13845,15
13846,15
13847,15
13848,15
13849,15
13850,15
13851,15
13852,15
13853,15
13854,15
13855,15
13856,15
13857,15
13858,15
13859,15
13860,15
13861,15
13862,15
13863,15
13864,15
13865,15
13866,15
13867,15
13868,15
13869,15
13870,15
13871,15
13872,15
13873,15
13874,15
13875,15
13876,15
13877,15
13878,15
13879,15
13880,15
13881,15
13882,15
13883,15
13884,15
13885,15
13886,15
13887,15
13888,15
13889,15
13890,15
13891,15
13892,15
13893,15
13894,15
13895,15
13896,15
13897,15
13898,15
13899,15
13900,15
13901,15
13902,15
13903,15
13904,15
13905,15
13906,15
13907,15
13908,15
13909,15
13910,15
13911,15
13912,15
13913,15
13914,0
13915,15
13916,15
13917,15
13918,15
13919,15
13920,15
13921,15
13922,15
13923,15
13924,15
13925,15
13926,15
13927,15
13928,15
13929,15
13930,15
13931,15
13932,15
13933,15
13934,15
13935,15
13936,15
13937,15
13938,15
13939,15
13940,15
13941,15
13942,15
13943,15
13944,15
13945,15
13946,15
13947,15
13948,0
13949,15
13950,15
13951,15
13952,15
13953,15
13954,15
13955,15
13956,15
13957,15
13958,15
13959,15
13960,15
13961,0
13962,15
13963,15
13964,15
13965,15
13966,15
13967,15
13968,15
13969,15
13970,15
13971,15
13972,15
13973,15
13974,15
13975,15
13976,15
13977,15
13978,15
13979,15
13980,15
13981,15
13982,15
13983,15
13984,15
13985,15
13986,15
13987,15
13988,0
13989,15
13990,15
13991,15
13992,15
13993,15
13994,15
13995,15
13996,15
13997,15
13998,15
13999,15
14000,15
14001,15
14002,15
14003,15
14004,15
14005,15
14006,15
14007,15
14008,15
14009,15
14010,15
14011,15
14012,15
14013,15
14014,15
14015,15
14016,15
14017,15
14018,15
14019,15
14020,15
14021,15
14022,0
14023,15
14024,15
14025,15
14026,15
14027,15
14028,15
14029,0
14030,15
14031,15
14032,15
14033,15
14034,15
14035,15
14036,15
14037,15
14038,15
14039,15
14040,15
14041,15
14042,15
14043,15
14044,15
14045,15
14046,15
14047,15
14048,15
14049,15
14050,15
14051,15
14052,15
14053,15
14054,15
14055,15
14056,15
14057,15
14058,15
14059,15
14060,15
14061,15
14062,15
14063,15
14064,15
14065,15
14066,15
14067,15
14068,15
14069,15
14070,15
14071,15
14072,15
14073,15
14074,15
14075,15
14076,15
14077,15
14078,15
14079,15
14080,15
14081,15
14082,15
14083,15
14084,15
14085,15
14086,15
14087,15
14088,15
14089,15
14090,15
14091,15
14092,15
14093,0
14094,15
14095,15
14096,0
14097,15
14098,15
14099,15
14100,15
14101,15
14102,15
14103,15
14104,15
14105,15
14106,15
14107,15
14108,15
14109,15
14110,15
14111,15
14112,15
14113,15
14114,15
14115,15
14116,15
14117,15
14118,15
14119,15
14120,15
14121,15
14122,15
14123,15
14124,15
14125,15
14126,15
14127,15
14128,15
14129,15
14130,15
14131,15
14132,15
14133,15
14134,15
14135,15
14136,15
14137,15
14138,15
14139,15
14140,15
14141,15
14142,15
14143,15
14144,15
14145,15
14146,15
14147,15
14148,15
14149,15
14150,15
14151,15
14152,15
14153,15
14154,15
14155,15
14156,15
14157,15
14158,15
14159,15
14160,15
14161,15
14162,15
14163,15
14164,15
14165,15
14166,15
14167,15
14168,15
14169,15
14170,15
14171,15
14172,15
14173,15
14174,15
14175,15
14176,15
14177,15
14178,15
14179,15
14180,15
14181,15
14182,15
14183,15
14184,15
14185,15
14186,15
14187,15
14188,15
14189,15
14190,15
14191,15
14192,15
14193,15
14194,15
14195,15
14196,15
14197,15
14198,15
14199,15
14200,15
14201,15
14202,15
14203,15
14204,15
14205,15
14206,15
14207,15
14208,15
14209,15
14210,15
14211,15
14212,15
14213,15
14214,15
14215,15
14216,15
14217,15
14218,15
14219,15
14220,15
14221,15
14222,15
14223,15
14224,15
14225,15
14226,15
14227,15
14228,15
14229,15
14230,15
14231,15
14232,15
14233,15
14234,15
14235,15
14236,15
14237,15
14238,15
14239,15
14240,15
14241,15
14242,15
14243,15
14244,15
14245,15
14246,15
14247,15
14248,15
14249,15
14250,15
14251,15
14252,15
14253,15
14254,15
14255,15
14256,15
14257,15
14258,15
14259,15
14260,15
14261,15
14262,15
14263,15
14264,15
14265,15
14266,15
14267,15
14268,15
14269,15
14270,15
14271,15
14272,15
14273,15
14274,15
14275,15
14276,15
14277,15
14278,15
14279,15
14280,15
14281,15
14282,15
14283,15
14284,15
14285,15
14286,15
14287,15
14288,15
14289,15
14290,15
14291,15
14292,15
14293,15
14294,15
14295,15
14296,15
14297,15
14298,15
14299,15
14300,15
14301,15
14302,15
14303,15
14304,15
14305,15
14306,15
14307,15
14308,15
14309,15
14310,15
14311,0
14312,15
14313,15
14314,15
14315,15
14316,15
14317,15
14318,15
14319,15
14320,0
14321,15
14322,15
14323,15
14324,15
14325,15
14326,15
14327,15
14328,15
14329,15
14330,15
14331,15
14332,15
14333,15
14334,15
14335,15
14336,15
14337,15
14338,15
14339,15
14340,15
14341,15
14342,15
14343,15
14344,0
14345,15
14346,15
14347,15
14348,0
14349,15
14350,15
14351,15
14352,15
14353,15
14354,15
14355,15
14356,15
14357,15
14358,15
14359,15
14360,15
14361,15
14362,15
14363,15
14364,15
14365,15
14366,15
14367,15
14368,15
14369,15
14370,15
14371,15
14372,15
14373,15
14374,15
14375,15
14376,15
14377,15
14378,15
14379,15
14380,15
14381,15
14382,15
14383,15
14384,15
14385,15
14386,15
14387,15
14388,15
14389,15
14390,15
14391,15
14392,15
14393,15
14394,15
14395,15
14396,15
14397,15
14398,15
14399,15
14400,15
14401,15
14402,15
14403,15
14404,15
14405,15
14406,15
14407,15
14408,15
14409,15
14410,15
14411,15
14412,15
14413,15
14414,15
14415,15
14416,15
14417,15
14418,15
14419,15
14420,15
14421,15
14422,15
14423,15
14424,15
14425,15
14426,15
14427,15
14428,15
14429,15
14430,15
14431,15
14432,15
14433,15
14434,15
14435,15
14436,15
14437,15
14438,15
14439,15
14440,15
14441,15
14442,15
14443,15
14444,15
14445,15
14446,15
14447,15
14448,15
14449,15
14450,15
14451,15
14452,15
14453,15
14454,15
14455,15
14456,15
14457,15
14458,15
14459,15
14460,15
14461,15
14462,15
14463,15
14464,15
14465,15
14466,15
14467,15
14468,15
14469,15
14470,15
14471,15
14472,15
14473,15
14474,0
14475,15
14476,15
14477,15
14478,15
14479,15
14480,15
14481,15
14482,15
14483,15
14484,15
14485,15
14486,15
14487,15
14488,15
14489,15
14490,15
14491,15
14492,15
14493,15
14494,15
14495,15
14496,15
14497,15
14498,15
14499,15
14500,15
14501,15
14502,15
14503,15
14504,15
14505,15
14506,15
14507,15
14508,15
14509,15
14510,15
14511,15
14512,15
14513,15
14514,15
14515,15
14516,15
14517,15
14518,15
14519,19
14520,15
14521,15
14522,15
14523,15
14524,15
14525,15
14526,15
14527,15
14528,15
14529,15
14530,15
14531,15
14532,15
14533,15
14534,15
14535,15
14536,15
14537,15
14538,15
14539,15
14540,15
14541,15
14542,15
14543,15
14544,15
14545,15
14546,15
14547,15
14548,15
14549,15
14550,15
14551,15
14552,15
14553,15
14554,15
14555,15
14556,15
14557,15
14558,15
14559,15
14560,15
14561,15
14562,15
14563,15
14564,15
14565,15
14566,15
14567,15
14568,0
14569,15
14570,15
14571,15
14572,15
14573,15
14574,15
14575,15
14576,15
14577,15
14578,15
14579,15
14580,15
14581,15
14582,15
14583,15
14584,15
14585,15
14586,15
14587,15
14588,15
14589,15
14590,15
14591,0
14592,15
14593,15
14594,15
14595,15
14596,15
14597,15
14598,15
14599,15
14600,15
14601,15
14602,15
14603,15
14604,15
14605,15
14606,15
14607,15
14608,15
14609,15
14610,15
14611,15
14612,15
14613,15
14614,15
14615,15
14616,15
14617,15
14618,15
14619,15
14620,15
14621,15
14622,15
14623,15
14624,15
14625,15
14626,15
14627,15
14628,15
14629,15
14630,15
14631,15
14632,15
14633,15
14634,15
14635,15
14636,15
14637,15
14638,15
14639,15
14640,15
14641,15
14642,15
14643,15
14644,15
14645,15
14646,15
14647,15
14648,15
14649,15
14650,15
14651,15
14652,15
14653,15
14654,15
14655,15
14656,15
14657,15
14658,15
14659,15
14660,15
14661,15
14662,15
14663,15
14664,15
14665,15
14666,15
14667,15
14668,15
14669,15
14670,15
14671,15
14672,15
14673,15
14674,15
14675,15
14676,15
14677,12
14678,15
14679,15
14680,15
14681,15
14682,15
14683,15
14684,15
14685,15
14686,15
14687,15
14688,15
14689,15
14690,15
14691,15
14692,15
14693,15
14694,15
14695,15
14696,15
14697,15
14698,15
14699,15
14700,15
14701,15
14702,15
14703,15
14704,15
14705,15
14706,15
14707,15
14708,15
14709,15
14710,15
14711,15
14712,15
14713,15
14714,15
14715,15
14716,15
14717,15
14718,15
14719,15
14720,15
14721,15
14722,15
14723,15
14724,15
14725,15
14726,15
14727,15
14728,15
14729,15
14730,15
14731,15
14732,15
14733,15
14734,15
14735,15
14736,15
14737,15
14738,15
14739,15
14740,15
14741,15
14742,15
14743,15
14744,15
14745,15
14746,15
14747,15
14748,15
14749,0
14750,15
14751,15
14752,15
14753,15
14754,15
14755,15
14756,15
14757,15
14758,15
14759,15
14760,15
14761,15
14762,15
14763,15
14764,15
14765,15
14766,15
14767,15
14768,15
14769,15
14770,15
14771,15
14772,15
14773,15
14774,15
14775,15
14776,15
14777,15
14778,15
14779,15
14780,15
14781,15
14782,15
14783,15
14784,15
14785,15
14786,15
14787,15
14788,15
14789,15
14790,15
14791,15
14792,15
14793,15
14794,15
14795,15
14796,15
14797,15
14798,15
